PRESCRIBING_PRODUCT;AFLEVERSTATUS
AMLODIPINE/INDAPAMIDE - 1,5 mg / 10 mg - Tablet met gereguleerde afgifte;Uitsluitend recept
DICLOFENAC - 25 mg - Maagsapresistente tablet;Uitsluitend recept
CAPECITABINE - 500 mg - Filmomhulde tablet;Uitsluitend recept
ACICLOVIR - 200 mg - Tablet;Uitsluitend recept
MONTELUKAST - 4 mg - Granulaat;Uitsluitend recept
ENALAPRIL - 10 mg - Tablet;Uitsluitend recept
VENLAFAXINE - 225 mg - Capsule met verlengde afgifte;Uitsluitend recept
FORMOTEROL - 12 microgram/dosis - Inhalatiepoeder;Uitsluitend recept
FLECAÏNIDE - 150 mg - Capsule met verlengde afgifte;Uitsluitend recept
RANOLAZINE - 500 mg - Tablet met verlengde afgifte;Uitsluitend recept
LENALIDOMIDE - 7,5 mg - Capsule;Uitsluitend recept
DULOXETINE - 30 mg - Maagsapresistente capsule;Uitsluitend recept
CEFEPIME - 1 g - Poeder voor oplossing voor injectie of infusie;Uitsluitend recept
METOCLOPRAMIDE - 10 mg - Tablet;Uitsluitend recept
ELTROMBOPAGOLAMINE - 50 mg - Filmomhulde tablet;Uitsluitend recept
BIMATOPROST - 0,3 mg/ml - Oogdruppels;Uitsluitend recept
RIVAROXABAN - 15 mg - Filmomhulde tablet;Uitsluitend recept
LAMOTRIGINE - 100 mg - Tablet;Uitsluitend recept
IMATINIB - 100 mg - Filmomhulde tablet;Uitsluitend recept
AMBRISENTAN - 10 mg - Filmomhulde tablet;Uitsluitend recept
OLANZAPINE - 15 mg - Tablet;Uitsluitend recept
RANOLAZINE - 750 mg - Tablet met verlengde afgifte;Uitsluitend recept
PREDNISON - 5 mg - Tablet;Uitsluitend recept
ACITRETINE - 25 mg - Capsule;Uitsluitend recept
FERRO, GEDROOGD - 80 mg - Tablet met verlengde afgifte;Uitsluitend recept
(CL-)/(K+)/(E 508)/(NA+)/ - 0,3% - Oplossing voor infusie;Uitsluitend recept
PREGABALINE - 75 mg - Capsule;Uitsluitend recept
TADALAFIL - 5 mg - Filmomhulde tablet;Uitsluitend recept
LEVOMETHADON - 45 mg - Drank;Uitsluitend recept
DESLORATADINE - 5 mg - Filmomhulde tablet;Uitsluitend recept
CLOZAPINE - 25 mg - Tablet;Uitsluitend recept
TELMISARTAN - 40mg - Tablet;Uitsluitend recept
(Ca2+)/(E 509)/(CL-)/GLUCOSE/(K+)/(E 508)/LACTAAT (R,S) (-)/(MG2+) /(E 511)/MELKZUUR (D,L,+- VORM)  (E 270)/(NA+)//(E 500 (II))/(HCO3-) - 4 mmol/l - Oplossing voor hemodialyse;Uitsluitend recept
SERTRALINE - 100 mg - Filmomhulde tablet;Uitsluitend recept
ABACAVIR/LAMIVUDINE/ZIDOVUDINE - 300 mg/150 mg/300 mg - Filmomhulde tablet;Uitsluitend recept
LENALIDOMIDE - 15 mg - Capsule;Uitsluitend recept
CINACALCET - 60 mg - Filmomhulde tablet;Uitsluitend recept
ENALAPRIL/LERCANIDIPINE - 10 mg/10 mg - Filmomhulde tablet;Uitsluitend recept
LANTHAAN - 500 mg - Kauwtablet;Uitsluitend recept
FLUTICASON - 50 microgram/dosis - Neusspray;Uitsluitend recept
POLYSTYREENSULFONAAT - 1 g/g - Poeder voor suspensie voor oraal / rectaal gebruik;Uitsluitend recept
ETOMIDAAT - 2 mg/ml - Oplossing voor injectie;Uitsluitend recept
ETHINYLESTRADIOL/LEVONORGESTREL - 0,03/0,15 mg - Omhulde tablet;Uitsluitend recept
LENALIDOMIDE - 10 mg - Capsule;Uitsluitend recept
BISOPROLOL - 10 mg - Tablet;Uitsluitend recept
TACROLIMUS - 5 mg - Capsule;Uitsluitend recept
EPOPROSTENOL - 1,5 mg - Poeder voor oplossing voor infusie;Uitsluitend recept
FENTANYL - 400 microgram - Tablet voor sublinguaal gebruik;Uitsluitend recept
ENALAPRIL - 5 mg - Tablet;Uitsluitend recept
CIPROFLOXACINE - 500 mg - Filmomhulde tablet;Uitsluitend recept
ATORVASTATINE - 80 mg - Filmomhulde tablet;Uitsluitend recept
REMIFENTANIL - 5 mg - Concentraat voor oplossing voor injectie of infusie;Uitsluitend recept
URSODEOXYCHOLZUUR - 450 mg - Tablet;Uitsluitend recept
DILTIAZEM - 300 mg - Capsule met gereguleerde afgifte;Uitsluitend recept
GABAPENTINE - 400 mg - Capsule;Uitsluitend recept
EXAMETAZIM - 0,5 mg - Kit voor radiofarmaceutisch preparaat;Uitsluitend recept
SULFAMETHOXAZOL/TRIMETHOPRIM - 200/40 mg/5 ml - Suspensie voor oraal gebruik;Uitsluitend recept
NORADRENALINE - 0,1 mg/ml - Oplossing voor infusie;Uitsluitend recept
ACICLOVIR - 400 mg - Tablet;Uitsluitend recept
COLESTYRAMINE - 4 g - Poeder voor orale suspensie;Uitsluitend recept
ADRENALINE/ARTICAÏNE - 40 mg/ml - Oplossing voor injectie;Uitsluitend recept
IVERMECTINE - 3 mg - Tablet;Uitsluitend recept
OXYCODON - 80 mg - Tablet met verlengde afgifte;Uitsluitend recept
ALENDRONAAT - 70 mg - Tablet;Uitsluitend recept
BUPROPION - 150 mg - Tablet met gereguleerde afgifte;Uitsluitend recept
DEXAMFETAMINE - 20 mg - Tablet;Uitsluitend recept
HYDROCHLOORTHIAZIDE/TELMISARTAN - 40 mg/12,5 mg - Tablet;Uitsluitend recept
PREGABALINE - 50 mg - Tablet;Uitsluitend recept
TIMOLOL - 1 mg/g - Ooggel;Uitsluitend recept
AMLODIPINE/PERINDOPRIL - 5 mg/10 mg - Tablet;Uitsluitend recept
BUPIVACAÏNE - 5 mg/ml - Oplossing voor injectie;Uitsluitend recept
TELMISARTAN - 80 mg - Filmomhulde tablet;Uitsluitend recept
TRIPTORELINEPAMOAAT - 3,75 mg - Poeder en oplosmiddel voor suspensie voor injectie;Uitsluitend recept
DAPTOMYCINE - 500 mg - Poeder voor oplossing voor injectie of infusie;Uitsluitend recept
RIVASTIGMINE - 1,5 mg - Capsule;Uitsluitend recept
VALPROAAT - 300 mg - Maagsapresistente tablet;Uitsluitend recept
PANTOPRAZOL - 20 mg - Maagsapresistente tablet;Uitsluitend recept
LEVOBUPIVACAÏNE - 7,5 mg/ml - Oplossing voor infusie;Uitsluitend recept
SUXAMETHONIUM - 50 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
CARBETOCINE - 100 microgram/ml - Oplossing voor injectie;Uitsluitend recept
METAMIZOL - 500 mg - Tablet;Uitsluitend recept
JOFLUPAAN I 123 - 74 MBq/ml - Oplossing voor injectie;Uitsluitend recept
AMOXICILLINE/CLAVULANAAT - 500 mg/125 mg - Filmomhulde tablet;Uitsluitend recept
AZATHIOPRINE - 25 mg - Filmomhulde tablet;Uitsluitend recept
OMEPRAZOL - 20 mg - Maagsapresistente tablet;Uitsluitend recept
RIVAROXABAN - 2,5 mg - Filmomhulde tablet;Uitsluitend recept
LENALIDOMIDE - 20 mg - Capsule;Uitsluitend recept
LIDOCAÏNE - 42 mg/ml - Gel;Uitsluitend recept
CASPOFUNGINE - 50 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
GABAPENTINE - 300 mg - Capsule;Uitsluitend recept
ALPRAZOLAM - 0,5 mg - Tablet;Uitsluitend recept
METHOTREXAAT - 10 mg - Oplossing voor injectie;Uitsluitend recept
OXYBUTYNINE - 2,5 mg - Tablet;Uitsluitend recept
OCTREOTIDE - 100 microgram/1 ml - Oplossing voor injectie;Uitsluitend recept
DABIGATRAN - 75 mg - Capsule;Uitsluitend recept
LEVOTHYROXINE - 112 microgram - Capsule;Uitsluitend recept
OXYCODON - 10mg/ml - Drank;Uitsluitend recept
ONDANSETRON - 2 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
SOLIFENACINE - 5 mg - Filmomhulde tablet;Uitsluitend recept
FLUCONAZOL - 150 mg - Capsule;Uitsluitend recept
CARVEDILOL/IVABRADINE - 12,5 mg/7,5 mg - Filmomhulde tablet;Uitsluitend recept
LEVOMEPROMAZINE - 25 mg/ml - Oplossing voor injectie;Uitsluitend recept
CARBAMAZEPINE - 200 mg - Tablet met verlengde afgifte;Uitsluitend recept
FELODIPINE - 5 mg - Tablet met verlengde afgifte;Uitsluitend recept
AMLODIPINE - 5 mg - Tablet;Uitsluitend recept
VORICONAZOL - 200 mg - Poeder voor oplossing voor infusie;Uitsluitend recept
MIDAZOLAM - 1 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
A-THAILAND-8-2022 (H3N2)-ACHTIGE STAM (A-CALIFORNIA-122-2022, SAN-022)/A-VICTORIA-4897-2022 (H1N1)PDM09-ACHTIGE STAM (A-VICTORIA-4897-2022, IVR-238)/B-AUSTRIA-1359417-2021-ACHTIGE STAM (B-AUSTRIA-1359417-2021, BVR-26) - 0,5 ml - Suspensie voor injectie;Uitsluitend recept
(Ca2+)/(E 509)/(CL-)/GLUCOSE/LACTAAT (S-VORM) (-)/(MG2+) /(E 511)/(NA+)//LACTAAT (S-VORM) (E 325)/(E 500 (II))/(HCO3-) - 35 G - Oplossing voor peritoneale dialyse;Uitsluitend recept
APIXABAN - 5 mg - Filmomhulde tablet;Uitsluitend recept
QUETIAPINE - 300 mg - Filmomhulde tablet;Uitsluitend recept
TROPISETRON - 5 mg - Capsule;Uitsluitend recept
LEVOTHYROXINE - 62 microgram - Tablet;Uitsluitend recept
FUSIDINEZUUR - 20 mg/g - Crème;Uitsluitend recept
BENAZEPRIL - 10 mg - Filmomhulde tablet;Uitsluitend recept
HUMAAN, NORMAAL IMMUNOGLOBULINE - 165 mg/ml - Oplossing voor injectie;Uitsluitend recept
IBANDRONAAT - 50 mg - Filmomhulde tablet;Uitsluitend recept
FINGOLIMOD - 0,5 mg - Capsule;Uitsluitend recept
PAROXETINE - 30 mg - Filmomhulde tablet;Uitsluitend recept
BROMOCRIPTINE - 2,5 mg - Tablet;Uitsluitend recept
DESLORATADINE - 0,5 mg/ml - Drank;Uitsluitend recept
ETHINYLESTRADIOL/GESTODEEN -  - Omhulde tablet;Uitsluitend recept
AMMONIA (E 527)/TEMOZOLOMIDE - 100mg - Capsule;Uitsluitend recept
DORZOLAMIDE - 20 mg/ml - Oogdruppels;Uitsluitend recept
FLUCONAZOL - 50 mg - Capsule;Uitsluitend recept
MEMANTINE - 5 mg - Filmomhulde tablet;Uitsluitend recept
OLANZAPINE - 5 mg - Tablet;Uitsluitend recept
MIVACURIUM - 2 mg/ml - Oplossing voor injectie;Uitsluitend recept
BENAZEPRIL - 5 mg - Filmomhulde tablet;Uitsluitend recept
CEFTRIAXON - 500 mg - Poeder voor oplossing voor injectie of infusie;Uitsluitend recept
ESOMEPRAZOL - 20 mg - Maagsapresistente capsule;Uitsluitend recept
CYCLOFOSFAMIDE - 200 mg - Poeder voor oplossing voor injectie;Uitsluitend recept
CLOZAPINE - 50 mg - Tablet;Uitsluitend recept
HYDROCHLOORTHIAZIDE/TELMISARTAN - 80 mg/12,5 mg - Tablet;Uitsluitend recept
DULOXETINE - 60 mg - Maagsapresistente capsule;Uitsluitend recept
RISEDRONAAT - 35 mg - Filmomhulde tablet;Uitsluitend recept
MONTELUKAST - 10 mg - Filmomhulde tablet;Uitsluitend recept
LAMOTRIGINE - 200 mg - Tablet;Uitsluitend recept
HYDROCHLOORTHIAZIDE/IRBESARTAN - 150/12,5 mg - Filmomhulde tablet;Uitsluitend recept
RABEPRAZOL - 10 mg - Maagsapresistente tablet;Uitsluitend recept
CHOLECALCIFEROL/CHOLECALCIFEROL CONCENTRAAT, POEDERVORM - 10.000 IE - Filmomhulde tablet;Uitsluitend recept
HYDROCHLOORTHIAZIDE/VALSARTAN - 80 mg/12,5 mg - Filmomhulde tablet;Uitsluitend recept
ATAZANAVIR - 300 mg - Capsule;Uitsluitend recept
SILDENAFIL - 100 mg - Filmomhulde tablet;Uitsluitend recept
ANIDULAFUNGINE , FRUCTOSE VRIJ - 100 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
KETOTIFEN - 0,25 mg/ml - Oogdruppels;Uitsluitend recept
HYDROCHLOORTHIAZIDE/VALSARTAN - 320 mg/25 mg - Filmomhulde tablet;Uitsluitend recept
CICLOSPORINE - 25 mg - Capsule;Uitsluitend recept
CICLOSPORINE - 100 mg/ml - Drank;Uitsluitend recept
OXYCODON - 5 mg - Filmomhulde tablet;Uitsluitend recept
FEBUXOSTAT - 120 mg - Filmomhulde tablet;Uitsluitend recept
PRAMIPEXOL - 0,7 mg - Tablet;Uitsluitend recept
LINEZOLID - 600 mg - Filmomhulde tablet;Uitsluitend recept
AMLODIPINE - 10 mg - Tablet;Uitsluitend recept
ALFACALCIDOL - 1 microgram - Capsule;Uitsluitend recept
TAMSULOSINE - 0,4 mg - Capsule met gereguleerde afgifte;Uitsluitend recept
ENTACAPONE - 200 mg - Filmomhulde tablet;Uitsluitend recept
COLISTIMETHAAT  (Component A en B) - 2 miljoen Internationale Eenheden - Poeder voor oplossing voor infusie;Uitsluitend recept
OMEPRAZOL - 2 mg/ml - Poeder voor orale suspensie;Uitsluitend recept
(Ca2+)/(E 509)/(CL-)/GLUCOSE/(K+)/(E 508)/(MG2+)/(MG2+) /(E 511)/(NA+)//(E 500 (II))/(HCO3-) - 3 mmol/l - Oplossing voor hemofiltratie;Uitsluitend recept
DIFTERIETOXOÏDE, GEADSORBEERD, GEINACTIVEERD/PERTACTINE (69KD Buitenmembraan Proteine)/PERTUSSIS AGGLUTINOGENEN, FIMBRIALE TYPE 2 en 3, GEADSORBEERD/PERTUSSIS, FILAMENTEUS HAEMAGGLUTININE, GEADSORBEERD/PERTUSSISTOXOÏDE, GEINACTIVEERD, GEADSORBEERD/TETANUSTOXOÏDE, GEADSORBEERD, GEINACTIVEERD -  - Suspensie voor injectie;Uitsluitend recept
METHOTREXAAT - 12,5 mg - Oplossing voor injectie;Uitsluitend recept
APREPITANT - 80 mg - Capsule;Uitsluitend recept
FINASTERIDE - 1 mg - Filmomhulde tablet;Uitsluitend recept
(E 339)/(3-)/(K+)/(E 340)/HYDROXIDE (E 525)/(NA+) -  - Concentraat voor oplossing voor infusie;Uitsluitend recept
CERIUM(III)/ZILVERSULFADIAZINE - 1% / 2,2% - Crème;Uitsluitend recept
DABIGATRAN - 110 mg - Capsule;Uitsluitend recept
ATAZANAVIR - 150 mg - Capsule;Uitsluitend recept
SILDENAFIL - 50 mg - Filmomhulde tablet;Uitsluitend recept
ESTRADIOL/PROGESTERON - 1 mg/100 mg - Capsule;Uitsluitend recept
DOXORUBICINE - 2 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
CARVEDILOL/IVABRADINE - 25 mg/5 mg - Filmomhulde tablet;Uitsluitend recept
LAMOTRIGINE - 50 mg - Dispergeerbare tablet;Uitsluitend recept
INDAPAMIDE/PERINDOPRIL - 2 mg/0,625 mg - Tablet;Uitsluitend recept
TIOTROPIUM - 7 microgram - Inhalatiepoeder in harde capsule;Uitsluitend recept
SUNITINIB - 12,5 mg - Capsule;Uitsluitend recept
SERTRALINE - 50 mg - Filmomhulde tablet;Uitsluitend recept
PIRFENIDON - 534 mg - Filmomhulde tablet;Uitsluitend recept
AXITINIB - 5 mg - Filmomhulde tablet;Uitsluitend recept
DEXAMETHASON - 0,5 mg - Tablet;Uitsluitend recept
FEBUXOSTAT - 80 mg - Filmomhulde tablet;Uitsluitend recept
BUDESONIDE/FORMOTEROL - 100 microgram / 3 microgram - Aërosol;Uitsluitend recept
PALIPERIDONPALMITAAT - 150 mg - Suspensie voor injectie;Uitsluitend recept
BORTEZOMIB ANHYDRIDE - 2,5 mg/ml - Oplossing voor injectie;Uitsluitend recept
AMOXICILLINE - 750 mg - Dispergeerbare tablet;Uitsluitend recept
ZOLEDRONINEZUUR - 4 mg/100 ml - Oplossing voor infusie;Uitsluitend recept
SERTRALINE - 25 mg - Filmomhulde tablet;Uitsluitend recept
YTTRIUM 90Y - 370 MBq/ml - Suspensie voor injectie;Uitsluitend recept
FERRO, GEDROOGD - 105 mg - Tablet met gereguleerde afgifte;Uitsluitend recept
OLANZAPINE - 2,5 mg - Tablet;Uitsluitend recept
NITROGLYCERINE - 10 mg - Pleister voor transdermaal gebruik;Uitsluitend recept
IRBESARTAN - 75 mg - Filmomhulde tablet;Uitsluitend recept
ANASTROZOL - 1 mg - Filmomhulde tablet;Uitsluitend recept
CELECOXIB - 200 mg - Capsule;Uitsluitend recept
METHOTREXAAT - 15,0 mg - Oplossing voor injectie;Uitsluitend recept
PRASUGREL - 10 mg - Filmomhulde tablet;Uitsluitend recept
STIKSTOFOXIDE -  - Medicinaal gas;Uitsluitend recept
"EPITHEELEXTRACT ""BENCARD"" - 10.000 DU/ml - Oplossing voor huidpriktest";Uitsluitend recept
PANTOPRAZOL - 40 mg - Poeder voor oplossing voor injectie;Uitsluitend recept
SEVELAMEER - 800 mg - Filmomhulde tablet;Uitsluitend recept
VIGABATRINE - 100mg/ml - Drank;Uitsluitend recept
MONTELUKAST - 4 mg - Kauwtablet;Uitsluitend recept
MIANSERINE - 30 mg - Filmomhulde tablet;Uitsluitend recept
DIAZEPAM - 10 mg - Tablet;Uitsluitend recept
METHOTREXAAT - 20 mg - Oplossing voor injectie;Uitsluitend recept
DIMETHYL - 240 mg - Maagsapresistente capsule;Uitsluitend recept
DROSPIRENON/ETHINYLESTRADIOL BETA-CYCLODEXTRINECLATHRAAT - 0,02 mg/3 mg - Filmomhulde tablet;Uitsluitend recept
ZIDOVUDINE - 10 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
PYRO  (E 450) - 20 mg - Kit voor radiofarmaceutisch preparaat;Uitsluitend recept
URSODEOXYCHOLZUUR - 300 mg - Tablet;Uitsluitend recept
OMEPRAZOL - 20 mg/15 ml - Concentraat en oplossing voor drank;Uitsluitend recept
BENDAMUSTINE - 2,5 mg/ml - Poeder voor oplossing voor infusie;Uitsluitend recept
BUDESONIDE - 400 microgram - Inhalatiepoeder;Uitsluitend recept
VENLAFAXINE - 75 mg - Capsule met verlengde afgifte;Uitsluitend recept
BECLOMETASON - 250 µg/dosis - Aërosol;Uitsluitend recept
METHYLDOPA - 250 mg - Tablet;Uitsluitend recept
CHLOORTALIDON - 50 mg - Tablet;Uitsluitend recept
NEVIRAPINE - 200 mg - Tablet;Uitsluitend recept
DOXAZOSINE - 4 mg - Tablet;Uitsluitend recept
DEXAMETHASON/GENTAMICINE - 5 mg/g - Oogzalf;Uitsluitend recept
CISATRACURIUM - 5 mg/ml - Oplossing voor injectie of infusie;Uitsluitend recept
FILGRASTIM - 0,5 ml - Oplossing voor injectie;Uitsluitend recept
EPLERENON - 25 mg - Filmomhulde tablet;Uitsluitend recept
TACROLIMUS - 1 mg/g - Zalf;Uitsluitend recept
METHOTREXAAT - 27,5 mg - Oplossing voor injectie;Uitsluitend recept
LANREOTIDE - 120 mg - Oplossing voor injectie;Uitsluitend recept
EMTRICITABINE/TENOFOVIR/TENOFOVIRDISOPROXIL - 200 mg/245 mg - Filmomhulde tablet;Uitsluitend recept
TICAGRELOR - 60 mg - Filmomhulde tablet;Uitsluitend recept
NITROFURANTOINE - 50 mg - Capsule;Uitsluitend recept
(C2H3O2)-/ALANINE, L-/, (L-)/ASPARAGINEZUUR, L/(Ca2+)/(E 509)/(CL-)/GLYCERO, GEHYDRATEERD/FENYLALANINE, (L-)/(3-)/GLUCOSE/GLUTAMINEZUUR (L-) (+) (E 620)/GLYCINE (E 640)/HISTIDINE, (L-)/ISOLEUCINE, (L-)/(K+)/(E 508)/LEUCINE, (L-) (E 641)/LYSINE, L-/(MG2+) /(E 511)/METHIONINE, (L-)/(NA+) /(E 262)/OLIJFOLIE/PROLINE, (L-)/SERINE, (L-)/SOJAOLIE, GEZUIVERD/THREONINE, (L-)/TRYPTOFAAN, (L-)/TYROSINE, (L-)/VALINE, (L-) -  - Emulsie voor infusie;Uitsluitend recept
LOSARTAN - 25 mg - Filmomhulde tablet;Uitsluitend recept
VALSARTAN - 80 mg - Filmomhulde tablet;Uitsluitend recept
MEROPENEM - 1 g - Poeder voor oplossing voor injectie of infusie;Uitsluitend recept
AMOXICILLINE - 250 mg/5 ml - Poeder voor orale suspensie;Uitsluitend recept
CLARITROMYCINE - 500 mg - Filmomhulde tablet;Uitsluitend recept
VENLAFAXINE - 37,5 mg - Capsule met verlengde afgifte;Uitsluitend recept
TRANEXAMINEZUUR - 100 mg/ml - Oplossing voor injectie;Uitsluitend recept
FENOFIBRAAT - 160 mg - Capsule;Uitsluitend recept
BISOPROLOL - 5 mg - Tablet;Uitsluitend recept
BOSENTAN - 62,5 mg - Filmomhulde tablet;Uitsluitend recept
DEFERASIROX - 900 mg - Filmomhulde tablet;Uitsluitend recept
BUMETANIDE - 2 mg - Tablet;Uitsluitend recept
LEVETIRACETAM - 500 mg - Filmomhulde tablet;Uitsluitend recept
CANDESARTAN - 32 mg - Tablet;Uitsluitend recept
LEVOTHYROXINE - 150 microgram - Drank;Uitsluitend recept
MESALAZINE - 4 g - Granulaat met verlengde afgifte;Uitsluitend recept
AMFOTERICINE B - 100 mg/ml - Suspensie voor oraal gebruik;Uitsluitend recept
ACETYLSALICYLZUUR - 80 mg - Dispergeerbare tablet;Uitsluitend recept
DICLOFENAC - 1 mg/ml - Oogdruppels;Uitsluitend recept
LISINOPRIL - 20 mg - Tablet;Uitsluitend recept
GEMCITABINE - 38 mg/ml - Concentraat voor oplossing voor infusie;Uitsluitend recept
CARBIDOPA/ENTACAPONE/LEVODOPA - 125 mg/31,25 mg/200 mg - Filmomhulde tablet;Uitsluitend recept
FENETICILLINE - 500 mg - Capsule;Uitsluitend recept
ARIPIPRAZOL - 5 mg - Tablet;Uitsluitend recept
METHYLFENIDAAT - 18 mg - Tablet met verlengde afgifte;Uitsluitend recept
PODOPHYLLOTOXINE - 0,5% - Vloeistof voor cutaan gebruik;Uitsluitend recept
ONDANSETRON - 2 mg/ml - Oplossing voor injectie;Uitsluitend recept
CIPROFLOXACINE - 200 mg/100 ml - Oplossing voor infusie;Uitsluitend recept
AMLODIPINE/HYDROCHLOORTHIAZIDE/OLMESARTANMEDOXOMIL - 20 mg/5 mg/12,5 mg - Filmomhulde tablet;Uitsluitend recept
MISOPROSTOL - 200 microgram - Tablet;Uitsluitend recept
MICAFUNGINE - 100 mg - Poeder voor concentraat voor oplossing voor infusie;Uitsluitend recept
GENTAMICINE - 3 mg/ml - Oogdruppels;Uitsluitend recept
MORFINE - 60 mg - Tablet met verlengde afgifte;Uitsluitend recept
DESMOPRESSINE - 1,5 mg/ml - Neusspray;Uitsluitend recept
ALPRAZOLAM - 0,5 mg - Tablet met verlengde afgifte;Uitsluitend recept
GLUCOSE - 10 % - Oplossing voor infusie;Uitsluitend recept
TIZANIDINE - 2 mg - Tablet;Uitsluitend recept
(E 508) - 600 mg - Tablet met gereguleerde afgifte;Uitsluitend recept
MIRTAZAPINE - 30 mg - Orodispergeerbare tablet;Uitsluitend recept
LANREOTIDE - 60 mg - Oplossing voor injectie;Uitsluitend recept
LEVOTHYROXINE - 150 microgram - Tablet;Uitsluitend recept
QUETIAPINE - 25 mg - Filmomhulde tablet;Uitsluitend recept
GRASPOLLENEXTRACT, GEMODIFICEERD EN GEADSORBEERD - 0,5 ml - Suspensie voor injectie;Uitsluitend recept
FLUNITRAZEPAM - 2 mg - Tablet;Uitsluitend recept
CYTARABINE - 100 mg/5 ml - Oplossing voor injectie;Uitsluitend recept
METHYLPREDNISOLON - 62,5mg/ml - Poeder en oplosmiddel voor oplossing voor injectie;Uitsluitend recept
RAMIPRIL - 10 mg - Capsule;Uitsluitend recept
GLIMEPIRIDE - 6 mg - Tablet;Uitsluitend recept
METOPROLOL - 95 mg - Tablet met verlengde afgifte;Uitsluitend recept
INDAPAMIDE - 1,5 mg - Tablet met verlengde afgifte;Uitsluitend recept
"ALLERGENEN VAN EPITHEELEXTRACT FELIS CATUS ""HAL"" - 10.000 AU/ml - Oplossing voor huidpriktest";Uitsluitend recept
FELODIPINE - 5 mg - Tablet met gereguleerde afgifte;Uitsluitend recept
LACTITOL  (E 966) - 10 g - Poeder voor oraal gebruik;Uitsluitend recept
(Ca2+)/(E 509)/(CL-)/GLUCOSE/(K+)/(E 508)/(MG2+)/(MG2+) /(E 511)/(NA+)//(E 500 (II))/(HCO3-) - 4 mmol/l - Oplossing voor hemofiltratie;Uitsluitend recept
 - 0,65% - Oplossing voor infusie;Uitsluitend recept
ZONISAMIDE - 50 mg - Capsule;Uitsluitend recept
BISOPROLOL - 10 mg - Filmomhulde tablet;Uitsluitend recept
LISINOPRIL - 2,5 mg - Tablet;Uitsluitend recept
BOTULINUM TOXINE, Type A - 50 Allerganeenheden - Poeder voor oplossing voor injectie;Uitsluitend recept
SUNITINIB - 50 mg - Capsule;Uitsluitend recept
LEVOFLOXACINE - 5 mg/ml - Oplossing voor infusie;Uitsluitend recept
ERLOTINIB - 150 mg - Filmomhulde tablet;Uitsluitend recept
ATORVASTATINE - 40 mg - Filmomhulde tablet;Uitsluitend recept
IVABRADINE - 5 mg - Filmomhulde tablet;Uitsluitend recept
IVABRADINE - 2,5 mg - Filmomhulde tablet;Uitsluitend recept
AMLODIPINE/PERINDOPRILTOSILAAT - 5 mg/5 mg - Tablet;Uitsluitend recept
AMLODIPINE/VALSARTAN - 10 mg/160 mg - Filmomhulde tablet;Uitsluitend recept
LATANOPROST - 0,05 mg/ml - Oogdruppels;Uitsluitend recept
ALFACALCIDOL - 0,5 microgram - Capsule;Uitsluitend recept
FESOTERODINE - 4 mg - Tablet met verlengde afgifte;Uitsluitend recept
FYTOMENADION - 2 mg/0,2 ml - Oplossing voor injectie;Uitsluitend recept
ROSUVASTATINE - 20 mg - Filmomhulde tablet;Uitsluitend recept
ENALAPRIL - 20 mg - Tablet;Uitsluitend recept
ISOSORBIDE - 20 mg - Tablet met gereguleerde afgifte;Uitsluitend recept
AMOXICILLINE/CLAVULANAAT -  - Poeder voor oplossing voor injectie;Uitsluitend recept
POSACONAZOL - 100 mg - Maagsapresistente tablet;Uitsluitend recept
FUROSEMIDE - 40 mg - Tablet;Uitsluitend recept
ROPINIROL - 2 mg - Filmomhulde tablet;Uitsluitend recept
MESALAZINE - 400 mg - Maagsapresistente tablet;Uitsluitend recept
APRACLONIDINE - 1,0% - Oogdruppels;Uitsluitend recept
HYDROCHLOORTHIAZIDE/NEBIVOLOL - 5 mg/25 mg - Filmomhulde tablet;Uitsluitend recept
TAPENTADOL - 50 mg - Filmomhulde tablet;Uitsluitend recept
ETHINYLESTRADIOL/GESTODEEN - 0,075/0,020 mg - Tablet;Uitsluitend recept
FOSCARBIDOPA/FOSLEVODOPA - 240 mg/ml - Oplossing voor infusie;Uitsluitend recept
AMLODIPINE/HYDROCHLOORTHIAZIDE/OLMESARTANMEDOXOMIL - 40 mg/5 mg/12,5 mg - Filmomhulde tablet;Uitsluitend recept
EFAVIRENZ - 600 mg - Filmomhulde tablet;Uitsluitend recept
BETAHISTINE - 16 mg - Tablet;Uitsluitend recept
HUMAAN, NORMAAL IMMUNOGLOBULINE VOOR INTRAVENEUS GEBRUIK - 50 g/l - Oplossing voor infusie;Uitsluitend recept
ETHAMBUTOL - 400 mg - Filmomhulde tablet;Uitsluitend recept
LEVEND VERZWAKT VARICELLAVIRUSVACCIN, stam OKA geproduceerd in Humaan diploïde cellijn MRC5 -  - Poeder en oplosmiddel voor suspensie voor injectie;Uitsluitend recept
ROPIVACAÏNE - 10 mg/ml - Oplossing voor injectie;Uitsluitend recept
